index,jour,mois,lumiere,departement,agglomeration,intersection,condition_atmospherique,type_collision,lat,long,velo,categorie_route,circulation,nombre_voie,voie_reservee,declivite,largeur_route,etat_surface,type_infrastructure,voie_accident,limite_vitesse,vacances,Date,weekday,coordinates,closest_compteur,traffic
0,30,11,1,75,2,2,8,3,48.8846,2.37965,False,4,2,3,0,1,-1.0,2,0,1,30,False,2021-11-30 13:42:00,1,"(48.8846, 2.37965)",100056034-101056034,4.0
1,20,11,5,75,2,2,1,3,48.870688,2.347917,False,4,2,3,1,1,-1.0,1,-1,6,30,False,2021-11-20 04:35:00,5,"(48.870688, 2.347917)",100003097-101003097,4.0
2,27,10,1,75,2,3,1,3,48.880491,2.312992,True,4,3,6,1,2,-1.0,1,-1,5,50,False,2021-10-27 11:15:00,2,"(48.880491, 2.312992)",100056038-101056038,2.0
3,16,10,5,75,2,3,1,6,48.848988,2.334113,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-10-16 21:35:00,5,"(48.848988, 2.334113)",100049407-353255860,1.0
4,18,10,1,75,2,3,1,6,48.86703,2.352976,False,4,2,5,0,1,-1.0,1,0,1,30,False,2021-10-18 17:15:00,0,"(48.86703, 2.352976)",100056334-104056334,5.0
5,12,9,3,75,2,3,1,6,48.897737,2.334588,False,4,3,6,3,1,-1.0,1,-1,6,30,False,2021-12-09 00:15:00,3,"(48.897737, 2.334588)",300021320-353293614,26.0
6,26,1,1,75,2,1,1,6,48.897572,2.327011,False,4,3,6,0,1,-1.0,1,-1,6,30,False,2021-01-26 16:30:00,1,"(48.897572, 2.327011)",100063175-353277235,2.0
7,31,12,4,75,2,2,1,6,48.86505,2.234461,False,4,1,2,0,1,-1.0,1,0,1,50,False,2021-12-31 19:30:00,4,"(48.86505, 2.234461)",100047535-101047535,46.0
8,31,12,5,75,2,3,1,3,48.87587,2.281183,False,4,2,1,0,1,-1.0,1,8,1,30,False,2021-12-31 23:30:00,4,"(48.87587, 2.281183)",100047534-101047534,0.0
9,30,12,5,75,2,1,2,2,48.832615,2.4059,False,4,1,4,0,1,-1.0,2,0,1,70,False,2021-12-30 02:50:00,3,"(48.832615, 2.4059)",100056226-104056226,1.0
10,31,12,1,75,2,3,1,3,48.847565,2.322783,False,4,1,1,2,1,-1.0,1,0,1,30,False,2021-12-31 13:42:00,4,"(48.847565, 2.322783)",100060178-101060178,27.0
11,31,12,5,75,2,2,8,3,48.894305,2.313769,False,4,3,3,0,1,-1.0,2,0,1,30,False,2021-12-31 00:30:00,4,"(48.894305, 2.313769)",100063175-353277235,15.0
12,31,12,1,75,2,2,1,3,48.898194,2.386009,True,4,1,3,1,1,-1.0,1,0,1,30,False,2021-12-31 10:07:00,4,"(48.898194, 2.386009)",100047542-104047542,58.0
13,31,12,5,75,2,4,1,2,48.865873,2.268159,False,4,1,3,0,1,-1.0,1,0,1,70,False,2021-12-31 18:20:00,4,"(48.865873, 2.268159)",100042374-109042374,27.0
14,31,12,5,75,2,3,1,4,48.822784,2.358334,False,4,2,4,1,1,-1.0,1,0,1,30,False,2021-12-31 20:34:00,4,"(48.822784, 2.358334)",100056039-101056039,25.0
15,31,12,5,75,2,5,1,7,48.873136,2.297115,False,4,2,4,1,3,-1.0,2,0,1,50,False,2021-12-31 03:30:00,4,"(48.873136, 2.297115)",100044494-101044494,2.0
16,31,12,1,75,2,2,1,3,48.847148,2.307338,False,4,3,4,0,1,-1.0,1,0,1,30,False,2021-12-31 08:25:00,4,"(48.847148, 2.307338)",100060178-101060178,14.0
17,20,12,5,75,2,2,1,6,48.846839,2.292375,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-20 04:00:00,0,"(48.846839, 2.292375)",100056330-104056330,3.0
18,30,12,1,75,2,4,8,3,48.89733,2.392603,False,4,2,4,0,1,-1.0,2,0,1,50,False,2021-12-30 10:39:00,3,"(48.89733, 2.392603)",100047542-104047542,70.0
19,30,12,5,75,2,2,2,2,48.86508,2.234444,False,4,2,2,0,2,-1.0,2,0,1,50,False,2021-12-30 05:15:00,3,"(48.86508, 2.234444)",100047535-101047535,2.0
20,30,12,5,75,2,3,1,1,48.82468,2.313533,False,4,2,1,0,1,-1.0,1,0,1,30,False,2021-12-30 19:25:00,3,"(48.82468, 2.313533)",100047547-104047547,67.0
21,30,12,5,75,2,1,1,6,48.869612,2.394799,True,4,2,2,0,2,-1.0,2,0,1,30,False,2021-12-30 07:05:00,3,"(48.869612, 2.394799)",100047537-101047537,25.0
22,29,12,1,75,2,4,1,4,48.883425,2.284172,False,4,1,4,0,1,-1.0,1,1,1,70,False,2021-12-29 16:25:00,2,"(48.883425, 2.284172)",100047534-101047534,0.0
23,28,12,1,75,2,1,1,4,48.871338,2.273122,False,4,1,4,0,1,-1.0,1,1,1,70,False,2021-12-28 15:25:00,1,"(48.871338, 2.273122)",100047534-101047534,0.0
24,28,12,1,75,2,1,1,2,48.900792,2.35757,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-28 11:40:00,1,"(48.900792, 2.35757)",100063173-101063173,0.0
25,29,12,5,75,2,2,2,3,48.83842,2.357025,False,4,2,4,0,1,-1.0,2,0,1,30,False,2021-12-29 20:30:00,2,"(48.83842, 2.357025)",100049408-101049408,23.0
26,29,12,1,75,2,7,8,7,48.844319,2.364921,False,4,2,5,0,1,-1.0,2,0,1,30,False,2021-12-29 11:00:00,2,"(48.844319, 2.364921)",100057329-104057329,20.0
27,27,12,1,75,2,3,2,6,48.826328,2.359825,False,4,2,2,0,1,-1.0,2,0,1,2,False,2021-12-27 12:14:00,0,"(48.826328, 2.359825)",100056039-101056039,24.0
28,29,12,1,75,2,4,2,6,48.864166,2.399893,False,4,1,1,0,1,-1.0,2,0,1,30,False,2021-12-29 09:45:00,2,"(48.864166, 2.399893)",100056036-101056036,0.0
29,28,12,5,75,2,3,1,6,48.847929,2.411328,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-12-28 17:35:00,1,"(48.847929, 2.411328)",100056036-101056036,0.0
30,29,12,5,75,2,3,2,3,48.887576,2.380329,False,4,1,1,1,1,-1.0,2,-1,5,30,False,2021-12-29 07:36:00,2,"(48.887576, 2.380329)",100056034-101056034,23.0
31,28,12,5,75,2,2,8,6,48.89156,2.349624,False,4,3,4,1,2,-1.0,1,0,1,30,False,2021-12-28 21:00:00,1,"(48.89156, 2.349624)",100063173-101063173,0.0
32,28,12,5,75,2,2,1,3,48.886202,2.317745,False,4,-1,1,1,1,-1.0,1,-1,5,30,False,2021-12-28 21:20:00,1,"(48.886202, 2.317745)",100063175-353277235,53.0
33,27,12,1,75,2,2,8,7,48.832067,2.280678,False,4,-1,0,0,1,-1.0,1,0,1,30,False,2021-12-27 13:40:00,0,"(48.832067, 2.280678)",100056331-103056331,7.0
34,27,12,5,75,2,1,2,6,48.843453,2.305501,False,4,1,2,0,1,-1.0,2,0,1,30,False,2021-12-27 03:50:00,0,"(48.843453, 2.305501)",100056044-101056044,2.0
35,28,12,2,75,2,3,1,6,48.850635,2.378827,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-12-28 08:00:00,1,"(48.850635, 2.378827)",100007049-101007049,101.0
36,28,12,5,75,2,2,1,3,48.88133,2.364722,True,4,2,2,0,1,-1.0,2,0,1,30,False,2021-12-28 19:52:00,1,"(48.88133, 2.364722)",100047545-104047545,24.0
37,28,12,5,75,2,2,2,3,48.862415,2.301944,False,4,3,2,0,1,-1.0,2,5,1,50,False,2021-12-28 01:15:00,1,"(48.862415, 2.301944)",100056223-101056223,1.0
38,29,12,5,75,2,3,2,7,48.85009,2.358918,False,4,1,1,0,1,-1.0,2,0,1,30,False,2021-12-29 19:40:00,2,"(48.85009, 2.358918)",100036719-104036719,16.0
39,27,12,5,75,2,2,2,2,48.856133,2.405505,False,4,1,1,0,2,-1.0,2,0,1,30,False,2021-12-27 19:00:00,0,"(48.856133, 2.405505)",100056036-101056036,0.0
40,27,12,1,75,2,2,2,4,48.882797,2.370264,False,4,3,2,0,1,-1.0,2,0,1,30,False,2021-12-27 16:10:00,0,"(48.882797, 2.370264)",100056034-101056034,50.0
41,26,12,1,75,2,2,1,3,48.838864,2.269382,False,4,1,2,0,1,-1.0,2,0,1,30,False,2021-12-26 13:20:00,6,"(48.838864, 2.269382)",100047551-102047551,17.0
42,26,12,5,75,2,3,2,3,48.840996,2.394101,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-12-26 23:53:00,6,"(48.840996, 2.394101)",100006300-101006300,2.0
43,27,12,5,75,2,3,1,6,48.861154,2.377846,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-27 20:10:00,0,"(48.861154, 2.377846)",100044506-101044506,91.0
44,27,12,1,75,2,1,1,6,48.872624,2.332096,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-12-27 14:55:00,0,"(48.872624, 2.332096)",100056035-353266460,43.0
45,27,12,1,75,2,2,1,3,48.856285,2.356599,False,4,3,2,1,1,-1.0,1,-1,5,30,False,2021-12-27 16:15:00,0,"(48.856285, 2.356599)",100036719-104036719,28.0
46,25,12,1,75,2,4,2,6,48.827927,2.394822,False,4,1,2,0,1,-1.0,2,0,1,50,True,2021-12-25 11:25:00,5,"(48.827927, 2.394822)",100056226-104056226,12.0
47,25,12,3,75,2,4,2,2,48.887497,2.325592,False,4,2,2,3,2,-1.0,2,0,1,30,True,2021-12-25 02:45:00,5,"(48.887497, 2.325592)",100063175-353277235,4.0
48,26,12,5,75,2,2,2,3,48.846759,2.285647,True,4,2,2,2,1,-1.0,2,0,1,30,False,2021-12-26 20:40:00,6,"(48.846759, 2.285647)",100056330-104056330,15.0
49,26,12,5,75,2,2,3,2,48.820128,2.364655,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-12-26 18:45:00,6,"(48.820128, 2.364655)",100056041-101056041,17.0
50,26,12,5,75,2,7,2,2,48.85797,2.380366,False,4,1,3,0,1,-1.0,2,0,1,30,False,2021-12-26 20:40:00,6,"(48.85797, 2.380366)",100044506-101044506,47.0
51,26,12,5,75,2,2,1,6,48.878518,2.354054,False,4,2,6,1,1,-1.0,2,0,1,30,False,2021-12-26 22:05:00,6,"(48.878518, 2.354054)",100047536-101047536,58.0
52,26,12,1,75,2,3,1,2,48.872563,2.376223,False,4,1,1,1,1,-1.0,2,0,1,30,False,2021-12-26 16:00:00,6,"(48.872563, 2.376223)",100044506-101044506,59.0
53,26,12,1,75,2,7,1,3,48.853263,2.368602,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-12-26 15:38:00,6,"(48.853263, 2.368602)",100047544-101047544,44.0
54,25,12,1,75,2,1,2,6,48.872288,2.377587,False,4,2,1,3,2,-1.0,2,0,1,30,True,2021-12-25 15:05:00,5,"(48.872288, 2.377587)",100044506-101044506,16.0
55,25,12,1,75,2,1,2,3,48.863162,2.388583,True,4,2,3,1,2,-1.0,2,-1,5,30,True,2021-12-25 15:40:00,5,"(48.863162, 2.388583)",100047537-101047537,46.0
56,24,12,5,75,2,4,8,2,48.899466,2.35941,False,4,1,1,0,1,-1.0,2,0,1,50,False,2021-12-24 18:10:00,4,"(48.899466, 2.35941)",100047545-104047545,22.0
57,25,12,5,75,2,2,8,2,48.879547,2.304981,False,4,2,4,0,1,-1.0,2,0,1,30,True,2021-12-25 20:55:00,5,"(48.879547, 2.304981)",100056042-101056042,24.0
58,24,12,5,75,2,2,2,6,48.894328,2.313818,False,4,1,2,0,1,-1.0,2,0,1,30,False,2021-12-24 19:50:00,4,"(48.894328, 2.313818)",100063175-353277235,23.0
59,24,12,1,75,2,1,1,6,48.835298,2.272199,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-24 16:05:00,4,"(48.835298, 2.272199)",100047551-102047551,25.0
60,24,12,1,75,2,2,2,3,48.864794,2.401313,False,4,2,2,1,1,-1.0,2,0,1,30,False,2021-12-24 12:45:00,4,"(48.864794, 2.401313)",100056036-101056036,0.0
61,24,12,5,75,2,4,2,7,48.835613,2.302778,True,4,1,1,0,2,-1.0,2,-1,5,30,False,2021-12-24 18:40:00,4,"(48.835613, 2.302778)",300014702-353245971,23.0
62,24,12,1,75,2,2,2,1,48.827187,2.380048,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-12-24 11:50:00,4,"(48.827187, 2.380048)",100047541-353326452,2.0
63,24,12,5,75,2,2,2,6,48.833605,2.38222,False,4,2,6,0,1,-1.0,2,0,4,50,False,2021-12-24 19:58:00,4,"(48.833605, 2.38222)",100036718-104036718,8.0
64,24,12,1,75,2,3,8,6,48.850604,2.392201,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-12-24 14:15:00,4,"(48.850604, 2.392201)",100047537-101047537,90.0
65,24,12,2,75,2,2,2,6,48.85433,2.371434,False,4,1,1,0,1,-1.0,2,0,4,30,False,2021-12-24 06:20:00,4,"(48.85433, 2.371434)",100047544-101047544,16.0
66,24,12,5,75,2,2,3,6,48.87052,2.305295,False,4,2,8,1,2,-1.0,2,0,1,50,False,2021-12-24 19:30:00,4,"(48.87052, 2.305295)",100056042-101056042,14.0
67,23,12,1,75,2,5,1,2,48.869797,2.328151,False,4,1,1,0,1,-1.0,1,0,1,50,False,2021-12-23 15:40:00,3,"(48.869797, 2.328151)",100056035-353266460,59.0
68,23,12,1,75,2,4,1,6,48.869706,2.351942,False,4,1,1,0,2,-1.0,1,6,5,20,False,2021-12-23 12:40:00,3,"(48.869706, 2.351942)",100056334-104056334,107.0
69,19,12,1,75,2,4,1,3,48.871722,2.34162,True,4,2,5,1,1,-1.0,1,-1,5,30,False,2021-12-19 16:10:00,6,"(48.871722, 2.34162)",100003099-353242239,0.0
70,21,12,5,75,2,1,1,2,48.870563,2.413456,False,4,1,5,0,1,-1.0,1,0,1,70,False,2021-12-21 19:35:00,1,"(48.870563, 2.413456)",100056327-103056327,30.0
71,23,12,1,75,2,3,1,6,48.850727,2.325332,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-23 13:15:00,3,"(48.850727, 2.325332)",100060178-101060178,30.0
72,23,12,1,75,2,1,1,6,48.900936,2.32643,False,4,-1,2,0,1,-1.0,1,0,1,30,False,2021-12-23 16:35:00,3,"(48.900936, 2.32643)",100063175-353277235,72.0
73,23,12,1,75,2,3,1,6,48.888033,2.324623,False,4,2,3,0,2,-1.0,1,0,1,30,False,2021-12-23 16:05:00,3,"(48.888033, 2.324623)",100063175-353277235,94.0
74,22,12,3,75,2,4,1,6,48.848545,2.262024,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-12-22 19:15:00,2,"(48.848545, 2.262024)",100047535-101047535,84.0
75,22,12,3,75,2,3,1,3,48.838664,2.251775,False,4,1,2,0,1,-1.0,1,0,1,50,False,2021-12-22 17:20:00,2,"(48.838664, 2.251775)",100056331-103056331,10.0
76,21,12,5,75,2,7,1,3,48.873742,2.294055,False,4,1,8,0,1,-1.0,1,0,1,30,False,2021-12-21 19:45:00,1,"(48.873742, 2.294055)",100044494-101044494,23.0
77,23,12,3,75,2,1,1,7,48.834159,2.272095,False,4,-1,2,0,1,-1.0,1,0,1,50,False,2021-12-23 19:20:00,3,"(48.834159, 2.272095)",100056331-103056331,9.0
78,22,12,1,75,2,3,1,6,48.839655,2.309314,False,4,-1,1,0,2,-1.0,1,0,1,30,False,2021-12-22 13:15:00,2,"(48.839655, 2.309314)",300014702-353245971,101.0
79,23,12,1,75,2,2,1,6,48.860075,2.343403,False,4,2,3,1,1,-1.0,1,-1,5,30,False,2021-12-23 08:30:00,3,"(48.860075, 2.343403)",100057445-103057445,150.0
80,22,12,3,75,1,1,1,2,48.8195429804,2.4591994286,False,1,3,8,0,1,-1.0,1,0,1,90,False,2021-12-22 20:10:00,2,"(48.8195429804, 2.4591994286)",100056226-104056226,18.0
81,4,10,1,75,2,3,1,6,48.883706,2.348303,False,4,3,3,0,1,-1.0,1,0,4,30,False,2021-04-10 14:23:00,5,"(48.883706, 2.348303)",100003099-353242239,0.0
82,22,12,1,75,2,1,1,2,48.820273,2.37556,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-22 09:10:00,2,"(48.820273, 2.37556)",100047541-353326452,2.0
83,21,12,2,75,2,1,1,2,48.890747,2.29949,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-21 16:50:00,1,"(48.890747, 2.29949)",100044494-101044494,26.0
84,20,12,1,75,2,4,1,3,48.835095973,2.2601526976,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-20 12:15:00,0,"(48.835095973, 2.2601526976)",100056331-103056331,8.0
85,21,12,5,75,2,1,1,1,48.880748,2.376098,False,4,1,1,0,2,-1.0,1,0,1,30,False,2021-12-21 20:40:00,1,"(48.880748, 2.376098)",100056034-101056034,62.0
86,22,12,5,75,2,3,1,6,48.885704,2.347418,False,4,1,2,0,2,-1.0,1,0,1,30,False,2021-12-22 18:00:00,2,"(48.885704, 2.347418)",100003099-353242239,0.0
87,22,12,1,75,2,7,1,3,48.887578,2.304776,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-12-22 10:45:00,2,"(48.887578, 2.304776)",100056042-101056042,58.0
88,22,12,5,75,2,2,1,3,48.882206,2.320351,False,4,2,1,0,1,-1.0,1,0,1,30,False,2021-12-22 05:43:00,2,"(48.882206, 2.320351)",100063175-353277235,16.0
89,20,12,5,75,2,2,1,3,48.865029,2.234447,False,4,2,6,0,1,-1.0,1,0,1,50,False,2021-12-20 18:30:00,0,"(48.865029, 2.234447)",100047535-101047535,115.0
90,22,12,5,75,2,5,1,3,48.835491,2.266986,False,4,1,2,0,1,-1.0,1,0,1,50,False,2021-12-22 18:50:00,2,"(48.835491, 2.266986)",100056331-103056331,4.0
91,22,12,1,75,2,2,1,3,48.844276,2.381581,True,4,2,4,1,1,-1.0,1,-1,5,30,False,2021-12-22 12:20:00,2,"(48.844276, 2.381581)",100006300-101006300,69.0
92,22,12,1,75,2,4,8,3,48.85291,2.388499,False,4,2,2,1,1,-1.0,1,0,1,30,False,2021-12-22 15:00:00,2,"(48.85291, 2.388499)",100065336-104065336,115.0
93,22,12,5,75,2,3,1,6,48.873266,2.340554,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-12-22 16:55:00,2,"(48.873266, 2.340554)",100003099-353242239,0.0
94,22,12,5,75,2,1,1,6,48.870943,2.303981,True,4,2,8,1,1,-1.0,1,-1,5,30,False,2021-12-22 18:15:00,2,"(48.870943, 2.303981)",100056042-101056042,178.0
95,22,12,1,75,2,2,1,6,48.870495,2.305252,False,4,2,6,0,2,-1.0,1,0,1,50,False,2021-12-22 14:00:00,2,"(48.870495, 2.305252)",100056042-101056042,78.0
96,22,12,5,75,2,2,1,3,48.864928,2.313654,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-12-22 07:25:00,2,"(48.864928, 2.313654)",100057380-104057380,24.0
97,22,12,5,75,2,1,1,6,48.85206,2.30763,False,4,2,2,1,1,-1.0,1,9,1,50,False,2021-12-22 17:20:00,2,"(48.85206, 2.30763)",100060178-101060178,36.0
98,21,12,5,75,2,4,1,3,48.819265,2.328939,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-21 00:45:00,1,"(48.819265, 2.328939)",100056225-101056225,1.0
99,21,12,1,75,2,2,1,3,48.840403,2.304258,False,4,2,4,3,1,-1.0,1,-1,6,30,False,2021-12-21 15:30:00,1,"(48.840403, 2.304258)",300014702-353245971,89.0
100,21,12,5,75,2,1,1,6,48.847065,2.384276,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-12-21 19:45:00,1,"(48.847065, 2.384276)",100006300-101006300,42.0
101,21,12,1,75,2,1,1,6,48.879965,2.352815,False,4,2,4,0,1,-1.0,1,0,4,30,False,2021-12-21 12:25:00,1,"(48.879965, 2.352815)",100047536-101047536,157.0
102,21,12,5,75,2,7,1,3,48.8732093383,2.3311346769,False,4,1,3,0,1,-1.0,1,0,1,30,False,2021-12-21 01:12:00,1,"(48.8732093383, 2.3311346769)",100063175-353277235,9.0
103,21,12,1,75,2,1,1,7,48.862846,2.312381,False,4,2,4,1,1,-1.0,1,-1,5,30,False,2021-12-21 14:50:00,1,"(48.862846, 2.312381)",100056335-103056335,74.0
104,21,12,1,75,2,2,1,3,48.859924,2.310185,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-12-21 13:00:00,1,"(48.859924, 2.310185)",100056046-101056046,46.0
105,20,12,2,75,2,1,1,5,48.834914,2.265397,False,4,1,4,0,1,-1.0,1,2,1,70,False,2021-12-20 08:50:00,0,"(48.834914, 2.265397)",100056331-103056331,31.0
106,19,12,5,75,2,1,1,4,48.900868,2.342645,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-19 17:05:00,6,"(48.900868, 2.342645)",100063174-101063174,0.0
107,20,12,1,75,2,3,1,6,48.875172,2.373607,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-12-20 14:49:00,0,"(48.875172, 2.373607)",100044506-101044506,132.0
108,20,12,5,75,2,2,1,6,48.890222,2.359922,False,4,3,4,0,1,-1.0,1,0,1,30,False,2021-12-20 19:06:00,0,"(48.890222, 2.359922)",100047545-104047545,58.0
109,20,12,1,75,2,3,1,3,48.891129,2.318009,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-20 14:10:00,0,"(48.891129, 2.318009)",100063175-353277235,93.0
110,19,12,5,75,2,1,1,6,48.857901,2.251787,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-12-19 01:30:00,6,"(48.857901, 2.251787)",100047535-101047535,20.0
111,20,12,1,75,2,2,1,3,48.848037,2.39284,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-20 11:30:00,0,"(48.848037, 2.39284)",100006300-101006300,51.0
112,20,12,5,75,2,2,1,3,48.84643,2.366883,False,4,3,4,0,3,-1.0,1,0,1,50,False,2021-12-20 02:55:00,0,"(48.84643, 2.366883)",100056329-103056329,1.0
113,20,12,1,75,2,4,1,3,48.862383,2.372528,True,4,4,4,1,1,-1.0,1,-1,5,30,False,2021-12-20 13:45:00,0,"(48.862383, 2.372528)",100044493-101044493,146.0
114,20,12,1,75,2,1,1,6,48.874244,2.330473,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-12-20 10:50:00,0,"(48.874244, 2.330473)",100063175-353277235,75.0
115,20,12,1,75,2,4,1,6,48.856338,2.309819,True,4,-1,0,0,1,-1.0,1,0,4,30,False,2021-12-20 09:56:00,0,"(48.856338, 2.309819)",100056046-101056046,34.0
116,18,12,5,75,2,1,1,3,48.870483,2.272529,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-18 20:10:00,5,"(48.870483, 2.272529)",100047534-101047534,0.0
117,18,12,1,75,2,1,1,2,48.87963,2.40716,False,4,-1,4,0,1,-1.0,1,0,1,70,False,2021-12-18 14:40:00,5,"(48.87963, 2.40716)",100056327-103056327,56.0
118,18,12,2,75,2,3,1,6,48.864953,2.29589,False,4,1,3,3,3,-1.0,2,0,1,50,False,2021-12-18 17:10:00,5,"(48.864953, 2.29589)",100044494-101044494,47.0
119,19,12,5,75,2,3,1,6,48.856431,2.339912,False,4,1,3,1,1,-1.0,1,-1,5,30,False,2021-12-19 02:04:00,6,"(48.856431, 2.339912)",100060174-101060174,10.0
120,18,12,5,75,2,4,1,2,48.851957,2.338648,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-18 19:30:00,5,"(48.851957, 2.338648)",100060174-101060174,53.0
121,17,12,1,75,2,4,1,3,48.820532,2.323112,False,4,1,3,0,1,-1.0,1,0,1,70,False,2021-12-17 14:45:00,4,"(48.820532, 2.323112)",100056225-101056225,5.0
122,17,12,1,75,2,1,1,5,48.821206,2.37789,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-12-17 13:15:00,4,"(48.821206, 2.37789)",100047541-353326452,0.0
123,18,12,1,75,2,3,1,3,48.874382,2.374501,True,4,3,2,1,1,-1.0,1,-1,5,30,False,2021-12-18 12:45:00,5,"(48.874382, 2.374501)",100044506-101044506,200.0
124,18,12,5,75,2,7,1,6,48.882338,2.336961,False,4,3,4,3,1,-1.0,1,0,1,30,False,2021-12-18 06:20:00,5,"(48.882338, 2.336961)",100063175-353277235,14.0
125,18,12,5,75,2,3,1,2,48.8801,2.313474,False,4,-1,3,2,1,-1.0,1,0,1,50,False,2021-12-18 17:30:00,5,"(48.8801, 2.313474)",100056038-101056038,97.0
126,18,12,1,75,2,1,1,3,48.889023,2.293272,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-18 13:50:00,5,"(48.889023, 2.293272)",100047534-101047534,15.0
127,18,12,1,75,2,1,1,6,48.86853,2.29119,False,4,2,3,3,1,-1.0,1,0,1,30,False,2021-12-18 14:00:00,5,"(48.86853, 2.29119)",100044495-101044495,50.0
128,18,12,1,75,2,2,1,3,48.838167,2.270661,False,4,2,0,0,1,-1.0,1,0,1,30,False,2021-12-18 10:30:00,5,"(48.838167, 2.270661)",100047551-102047551,40.0
129,17,12,1,75,2,1,1,7,48.841698,2.325248,False,4,1,1,0,2,-1.0,1,0,1,30,False,2021-12-17 13:33:00,4,"(48.841698, 2.325248)",100049407-353255860,59.0
130,18,12,5,75,2,2,1,5,48.851292,2.376134,False,4,2,4,1,1,-1.0,1,0,1,30,False,2021-12-18 01:05:00,5,"(48.851292, 2.376134)",100007049-101007049,101.0
131,18,12,1,75,2,1,1,6,48.870374,2.370763,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-12-18 09:45:00,5,"(48.870374, 2.370763)",100044493-101044493,158.0
132,17,12,5,75,2,2,1,3,48.864667,2.313663,False,4,2,6,1,1,-1.0,1,2,1,30,False,2021-12-17 17:15:00,4,"(48.864667, 2.313663)",100057380-104057380,105.0
133,18,12,1,75,1,1,1,2,48.8209487395,2.4616080523,False,1,-1,4,0,1,-1.0,1,0,1,90,False,2021-12-18 14:40:00,5,"(48.8209487395, 2.4616080523)",100056226-104056226,18.0
134,17,12,1,75,2,2,1,6,48.865506,2.397998,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-12-17 13:00:00,4,"(48.865506, 2.397998)",100047537-101047537,194.0
135,17,12,5,75,2,3,1,6,48.879521,2.388331,False,4,1,1,0,2,-1.0,1,0,1,30,False,2021-12-17 19:05:00,4,"(48.879521, 2.388331)",100047548-104047548,0.0
136,17,12,5,75,2,1,1,6,48.898591,2.329327,False,4,2,3,0,2,-1.0,1,0,1,30,False,2021-12-17 17:30:00,4,"(48.898591, 2.329327)",100063175-353277235,138.0
137,17,12,5,75,2,3,1,3,48.882976,2.33486,True,4,1,1,1,1,-1.0,1,-1,5,30,False,2021-12-17 16:30:00,4,"(48.882976, 2.33486)",100063175-353277235,127.0
138,17,12,1,75,2,2,8,3,48.883275,2.307251,True,4,2,4,1,1,-1.0,1,-1,5,30,False,2021-12-17 09:30:00,4,"(48.883275, 2.307251)",100056042-101056042,93.0
139,17,12,5,75,2,4,1,6,48.876858,2.276471,False,4,3,4,0,1,-1.0,1,0,1,30,False,2021-12-17 00:45:00,4,"(48.876858, 2.276471)",100047534-101047534,1.0
140,16,12,5,75,2,2,1,6,48.889935,2.303931,False,4,1,1,0,1,-1.0,1,0,1,50,False,2021-12-16 19:00:00,3,"(48.889935, 2.303931)",100044494-101044494,65.0
141,10,12,1,75,2,1,1,2,48.87418,2.269038,False,4,2,4,0,1,-1.0,1,0,1,50,False,2021-10-12 12:00:00,1,"(48.87418, 2.269038)",100047538-101047538,0.0
142,17,12,1,75,2,1,1,6,48.846635,2.287267,False,4,-1,2,0,1,-1.0,1,0,1,30,False,2021-12-17 14:50:00,4,"(48.846635, 2.287267)",100056330-104056330,84.0
