index,jour,mois,lumiere,departement,agglomeration,intersection,condition_atmospherique,type_collision,lat,long,velo,categorie_route,circulation,nombre_voie,voie_reservee,declivite,largeur_route,etat_surface,type_infrastructure,voie_accident,limite_vitesse,vacances,Date,weekday,coordinates,closest_compteur,traffic
2628,5,7,1,75,2,2,1,2,48.850825,2.361428,False,4,-1,4,0,1,-1.0,1,0,1,50,False,2021-05-07 10:10:00,4,"(48.850825, 2.361428)",100036719-104036719,0.0
2629,3,7,1,75,2,1,1,4,48.816317,2.357204,False,4,1,2,0,1,-1.0,1,0,1,70,False,2021-03-07 18:25:00,6,"(48.816317, 2.357204)",100056041-101056041,3.0
2630,4,7,1,75,2,1,1,3,48.873493,2.267118,True,4,2,4,0,1,-1.0,1,0,1,50,False,2021-04-07 15:55:00,2,"(48.873493, 2.267118)",100047538-101047538,0.0
2631,3,7,1,75,2,2,1,3,48.897626,2.329016,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-03-07 18:35:00,6,"(48.897626, 2.329016)",100063175-353277235,2.0
2632,4,7,1,75,2,1,2,3,48.863182,2.247933,True,4,2,2,0,1,-1.0,2,0,1,50,False,2021-04-07 14:30:00,2,"(48.863182, 2.247933)",100047535-101047535,0.0
2633,4,7,1,75,2,1,2,6,48.830824,2.318318,False,4,2,3,0,1,-1.0,2,0,1,50,False,2021-04-07 09:30:00,2,"(48.830824, 2.318318)",100056225-101056225,0.0
2634,4,7,1,75,2,3,1,6,48.834373,2.35355,False,4,2,4,0,2,-1.0,1,0,1,50,False,2021-04-07 16:55:00,2,"(48.834373, 2.35355)",100049408-101049408,2.0
2635,4,7,5,75,2,1,1,2,48.83972,2.40212,True,4,2,2,0,2,-1.0,1,0,1,50,False,2021-04-07 01:40:00,2,"(48.83972, 2.40212)",100056226-104056226,1.0
2636,4,7,1,75,2,2,2,6,48.879145,2.30311,False,4,2,2,0,2,-1.0,2,0,4,50,False,2021-04-07 17:00:00,2,"(48.879145, 2.30311)",100056042-101056042,1.0
2637,4,7,1,75,2,7,2,3,48.865857,2.319891,False,4,1,8,0,1,-1.0,2,0,1,50,False,2021-04-07 16:14:00,2,"(48.865857, 2.319891)",100056047-101056047,0.0
2638,3,7,1,75,2,7,7,4,48.873138,2.297096,False,4,2,8,0,2,-1.0,1,0,1,50,False,2021-03-07 19:10:00,6,"(48.873138, 2.297096)",100044494-101044494,1.0
2639,3,7,1,75,2,2,2,3,48.854996,2.32457,False,4,1,1,0,1,-1.0,2,0,1,50,False,2021-03-07 10:48:00,6,"(48.854996, 2.32457)",100050132-101050132,0.0
2640,4,7,1,75,2,4,2,6,48.8510924362,2.3611365259,False,4,2,2,3,1,-1.0,2,6,4,20,False,2021-04-07 15:05:00,2,"(48.8510924362, 2.3611365259)",100036719-104036719,0.0
2641,2,7,1,75,2,1,1,3,48.900309,2.377994,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-02-07 08:40:00,6,"(48.900309, 2.377994)",100047548-104047548,5.0
2642,3,7,1,75,2,1,1,3,48.89261,2.302462,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-03-07 12:00:00,6,"(48.89261, 2.302462)",100044494-101044494,1.0
2643,2,7,1,75,2,1,1,7,48.83464,2.274681,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-02-07 12:30:00,6,"(48.83464, 2.274681)",100047551-102047551,0.0
2644,3,7,1,75,2,5,1,3,48.847053,2.295932,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-03-07 16:41:00,6,"(48.847053, 2.295932)",100056040-101056040,0.0
2645,3,7,5,75,2,1,1,6,48.888621,2.392411,False,4,2,4,0,1,-1.0,1,0,1,50,False,2021-03-07 03:25:00,6,"(48.888621, 2.392411)",100047542-104047542,3.0
2646,3,7,1,75,2,1,8,6,48.891214,2.334717,True,4,1,1,1,2,-1.0,1,0,5,50,False,2021-03-07 12:00:00,6,"(48.891214, 2.334717)",100063175-353277235,2.0
2647,2,7,1,75,2,1,1,6,48.885997,2.349544,True,4,2,6,1,2,-1.0,1,0,5,50,False,2021-02-07 14:40:00,6,"(48.885997, 2.349544)",100003099-353242239,0.0
2648,3,7,5,75,2,2,1,3,48.848723,2.275051,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-03-07 02:20:00,6,"(48.848723, 2.275051)",100042374-109042374,0.0
2649,2,7,5,75,2,1,1,3,48.849399,2.277007,False,4,2,3,0,1,-1.0,1,0,1,50,False,2021-02-07 22:00:00,6,"(48.849399, 2.277007)",100042374-109042374,0.0
2650,2,7,5,75,2,1,1,2,48.839414,2.316132,False,4,2,6,0,2,-1.0,1,0,1,50,False,2021-02-07 22:30:00,6,"(48.839414, 2.316132)",100060178-101060178,0.0
2651,3,7,1,75,2,2,1,6,48.828472,2.372962,False,4,2,3,0,2,-1.0,1,0,1,50,False,2021-03-07 11:00:00,6,"(48.828472, 2.372962)",100036718-104036718,5.0
2652,3,7,1,75,2,2,1,3,48.875869,2.340336,True,4,1,3,0,1,-1.0,1,0,1,30,False,2021-03-07 17:50:00,6,"(48.875869, 2.340336)",100003099-353242239,0.0
2653,3,7,1,75,2,7,1,6,48.865687,2.321865,False,4,1,5,0,1,-1.0,1,0,1,50,False,2021-03-07 18:57:00,6,"(48.865687, 2.321865)",100056035-353266460,0.0
2654,3,7,1,75,2,2,1,6,48.863744,2.332105,False,4,2,5,1,1,-1.0,1,0,5,50,False,2021-03-07 12:35:00,6,"(48.863744, 2.332105)",100056035-353266460,0.0
2655,3,7,1,75,2,4,1,6,48.847852,2.364047,False,4,1,2,0,1,-1.0,1,0,1,50,False,2021-03-07 07:20:00,6,"(48.847852, 2.364047)",100057329-104057329,6.0
2656,2,7,1,75,2,1,1,3,48.850446,2.345325,False,4,1,3,1,2,-1.0,1,0,5,30,False,2021-02-07 11:55:00,6,"(48.850446, 2.345325)",300021312-353293580,2.0
2657,2,7,1,75,2,2,1,2,48.870082,2.395766,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-02-07 19:50:00,6,"(48.870082, 2.395766)",100047537-101047537,2.0
2658,2,7,1,75,2,3,1,3,48.852724,2.410793,True,4,3,4,1,2,-1.0,1,0,5,50,False,2021-02-07 17:15:00,6,"(48.852724, 2.410793)",100056036-101056036,0.0
2659,2,7,1,75,2,3,1,3,48.891237,2.377388,False,4,3,3,1,1,-1.0,1,0,5,50,False,2021-02-07 17:05:00,6,"(48.891237, 2.377388)",100056032-101056032,5.0
2660,2,7,1,75,2,1,1,6,48.888941,2.372461,False,4,2,3,0,1,-1.0,1,0,1,30,False,2021-02-07 12:30:00,6,"(48.888941, 2.372461)",100056032-101056032,5.0
2661,2,7,1,75,2,7,1,6,48.869421,2.285419,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-02-07 10:47:00,6,"(48.869421, 2.285419)",100044495-101044495,0.0
2662,2,7,1,75,2,2,1,3,48.836167,2.278306,False,4,3,2,0,1,-1.0,1,5,1,50,False,2021-02-07 08:40:00,6,"(48.836167, 2.278306)",100047551-102047551,0.0
2663,2,7,5,75,2,3,1,6,48.854585,2.288911,False,4,2,1,1,1,-1.0,1,0,5,25,False,2021-02-07 01:25:00,6,"(48.854585, 2.288911)",100056330-104056330,1.0
2664,1,7,1,75,2,4,1,3,48.833358,2.277176,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-01-07 18:05:00,3,"(48.833358, 2.277176)",100056331-103056331,0.0
2665,29,6,5,75,2,4,1,3,48.839849,2.302127,True,4,1,3,1,1,-1.0,1,0,5,50,False,2021-06-29 23:00:00,1,"(48.839849, 2.302127)",300014702-353245971,2.0
2666,2,7,2,75,2,7,1,6,48.834749,2.331174,False,4,2,3,0,1,-1.0,1,0,1,50,False,2021-02-07 05:20:00,6,"(48.834749, 2.331174)",100003096-353242251,0.0
2667,2,7,5,75,2,7,1,6,48.82898,2.365429,False,4,1,1,0,4,-1.0,1,0,1,50,False,2021-02-07 02:55:00,6,"(48.82898, 2.365429)",100056039-101056039,5.0
2668,2,7,1,75,2,7,1,3,48.84514,2.402397,False,4,3,1,0,1,-1.0,1,0,1,50,False,2021-02-07 21:00:00,6,"(48.84514, 2.402397)",100056226-104056226,1.0
2669,2,7,1,75,2,5,1,6,48.853338,2.370337,True,4,2,3,1,1,-1.0,1,0,5,50,False,2021-02-07 16:00:00,6,"(48.853338, 2.370337)",100047544-101047544,2.0
2670,1,7,1,75,2,3,1,3,48.846584,2.38746,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-01-07 18:45:00,3,"(48.846584, 2.38746)",100006300-101006300,0.0
2671,2,7,1,75,2,2,1,2,48.867799,2.313911,False,4,2,10,0,1,-1.0,1,0,1,50,False,2021-02-07 14:05:00,6,"(48.867799, 2.313911)",100057380-104057380,1.0
2672,2,7,1,75,2,3,1,3,48.857473,2.291051,False,4,2,6,1,1,-1.0,1,0,5,50,False,2021-02-07 14:20:00,6,"(48.857473, 2.291051)",100056330-104056330,1.0
2673,2,7,5,75,2,1,1,1,48.861387,2.323218,True,4,2,4,1,1,-1.0,1,0,5,50,False,2021-02-07 02:50:00,6,"(48.861387, 2.323218)",100056035-353266460,0.0
2674,1,7,2,75,2,7,1,3,48.870572,2.332161,False,4,-1,3,0,1,-1.0,1,0,1,50,False,2021-01-07 20:30:00,3,"(48.870572, 2.332161)",100056035-353266460,0.0
2675,1,7,1,75,2,1,1,3,48.816347,2.363837,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-01-07 13:00:00,3,"(48.816347, 2.363837)",100056041-101056041,3.0
2676,1,7,1,75,2,4,1,4,48.900869,2.364336,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-01-07 14:55:00,3,"(48.900869, 2.364336)",100047545-104047545,1.0
2677,30,6,1,75,2,1,1,3,48.900479,2.37528,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-06-30 16:35:00,2,"(48.900479, 2.37528)",100056032-101056032,5.0
2678,1,7,1,75,2,1,1,4,48.901208,2.353476,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-01-07 13:05:00,3,"(48.901208, 2.353476)",100063173-101063173,0.0
2679,1,7,5,75,2,1,1,5,48.895562,2.307691,False,4,2,4,0,1,-1.0,1,0,1,70,False,2021-01-07 03:51:00,3,"(48.895562, 2.307691)",100063175-353277235,2.0
2680,28,6,5,75,2,1,1,2,48.843213,2.254373,False,4,3,4,0,1,-1.0,1,1,1,70,False,2021-06-28 23:28:00,0,"(48.843213, 2.254373)",100047535-101047535,0.0
2681,1,7,1,75,2,1,1,3,48.872666,2.390996,True,4,2,3,3,4,-1.0,1,0,6,30,False,2021-01-07 20:40:00,3,"(48.872666, 2.390996)",100047537-101047537,2.0
2682,1,7,1,75,2,1,1,2,48.895639,2.31139,True,4,2,2,3,1,-1.0,1,0,6,50,False,2021-01-07 18:45:00,3,"(48.895639, 2.31139)",100063175-353277235,2.0
2683,1,7,5,75,2,2,1,3,48.889874,2.303361,True,4,2,4,0,1,-1.0,1,0,1,30,False,2021-01-07 22:05:00,3,"(48.889874, 2.303361)",100044494-101044494,1.0
2684,30,6,1,75,2,2,1,3,48.88639,2.322372,True,4,1,2,2,1,-1.0,2,0,1,30,False,2021-06-30 12:20:00,2,"(48.88639, 2.322372)",100063175-353277235,2.0
2685,1,7,1,75,2,2,1,2,48.844243,2.410286,False,4,2,2,0,1,-1.0,1,5,1,50,False,2021-01-07 16:40:00,3,"(48.844243, 2.410286)",100056226-104056226,1.0
2686,1,7,1,75,2,4,1,3,48.842043,2.449136,True,4,2,6,2,1,-1.0,1,0,5,50,False,2021-01-07 08:45:00,3,"(48.842043, 2.449136)",100056327-103056327,3.0
2687,1,7,1,75,2,1,1,3,48.880051,2.359882,False,4,2,2,0,1,-1.0,1,2,1,50,False,2021-01-07 11:10:00,3,"(48.880051, 2.359882)",100047533-101047533,11.0
2688,1,7,1,75,2,7,1,5,48.874127,2.295881,False,4,1,5,0,1,-1.0,1,0,1,50,False,2021-01-07 15:58:00,3,"(48.874127, 2.295881)",100044494-101044494,1.0
2689,30,6,1,75,2,1,8,3,48.861934,2.2646,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-06-30 14:35:00,2,"(48.861934, 2.2646)",100042374-109042374,0.0
2690,29,6,1,75,2,7,2,4,48.867119,2.313949,False,4,1,2,0,1,-1.0,2,0,1,50,False,2021-06-29 09:05:00,1,"(48.867119, 2.313949)",100057380-104057380,1.0
2691,30,6,1,75,2,1,2,6,48.86413,2.392366,False,4,2,4,1,1,-1.0,2,9,1,30,False,2021-06-30 09:45:00,2,"(48.86413, 2.392366)",100047537-101047537,2.0
2692,30,6,1,75,2,1,1,2,48.883741,2.383654,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-06-30 15:10:00,2,"(48.883741, 2.383654)",100047548-104047548,5.0
2693,30,6,1,75,2,1,2,6,48.882937,2.384934,False,4,1,1,0,1,-1.0,2,0,1,50,False,2021-06-30 11:15:00,2,"(48.882937, 2.384934)",100047548-104047548,5.0
2694,30,6,1,75,2,2,1,3,48.865086,2.234505,False,4,2,6,0,1,-1.0,1,0,1,50,False,2021-06-30 14:20:00,2,"(48.865086, 2.234505)",100047535-101047535,0.0
2695,28,6,5,75,2,2,1,3,48.872203,2.284692,False,4,2,6,0,1,-1.0,1,0,1,50,False,2021-06-28 23:20:00,0,"(48.872203, 2.284692)",100044495-101044495,0.0
2696,29,6,1,75,2,1,1,6,48.839699,2.301676,False,4,1,3,0,1,-1.0,1,0,1,50,False,2021-06-29 13:50:00,1,"(48.839699, 2.301676)",300014702-353245971,2.0
2697,30,6,1,75,2,2,8,3,48.83622,2.371506,False,4,1,2,1,2,-1.0,1,0,1,50,False,2021-06-30 13:20:00,2,"(48.83622, 2.371506)",100056332-104056332,2.0
2698,29,6,1,75,2,1,1,6,48.845606,2.398112,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-06-29 16:15:00,1,"(48.845606, 2.398112)",100006300-101006300,0.0
2699,29,6,1,75,2,1,2,7,48.83073,2.394763,False,4,3,2,0,1,-1.0,2,0,1,50,False,2021-06-29 09:40:00,1,"(48.83073, 2.394763)",100056226-104056226,1.0
2700,30,6,1,75,2,2,2,2,48.866665,2.373501,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-06-30 17:00:00,2,"(48.866665, 2.373501)",100044506-101044506,9.0
2701,30,6,5,75,2,1,1,6,48.878789,2.355056,False,4,2,3,0,1,-1.0,1,0,1,50,False,2021-06-30 22:35:00,2,"(48.878789, 2.355056)",100047536-101047536,10.0
2702,30,6,1,75,2,2,1,6,48.868385,2.323267,False,4,2,5,3,1,-1.0,1,0,1,50,False,2021-06-30 14:51:00,2,"(48.868385, 2.323267)",100056035-353266460,0.0
2703,30,6,1,75,2,3,1,3,48.859046,2.293492,False,4,3,6,3,1,-1.0,1,0,1,50,False,2021-06-30 14:16:00,2,"(48.859046, 2.293492)",100056330-104056330,1.0
2704,29,6,1,75,2,2,2,3,48.86286,2.313447,False,4,2,6,0,1,-1.0,2,2,1,50,False,2021-06-29 08:15:00,1,"(48.86286, 2.313447)",100056335-103056335,0.0
2705,30,6,5,75,2,1,1,2,48.863923,2.351216,False,4,1,3,3,1,-1.0,1,0,1,50,False,2021-06-30 22:35:00,2,"(48.863923, 2.351216)",100057445-103057445,13.0
2706,28,6,1,75,2,1,1,2,48.869643,2.413267,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-06-28 17:05:00,0,"(48.869643, 2.413267)",100056327-103056327,3.0
2707,29,6,1,75,2,3,1,6,48.85212,2.415703,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-06-29 15:30:00,1,"(48.85212, 2.415703)",100056036-101056036,0.0
2708,29,6,1,75,2,1,2,2,48.881366,2.377555,False,4,3,2,0,1,-1.0,2,0,1,50,False,2021-06-29 09:00:00,1,"(48.881366, 2.377555)",100056034-101056034,4.0
2709,29,6,5,75,2,1,1,1,48.88247,2.400081,False,4,2,2,0,2,-1.0,1,0,1,50,False,2021-06-29 00:30:00,1,"(48.88247, 2.400081)",100047542-104047542,3.0
2710,29,6,1,75,2,2,1,3,48.884476,2.3648,False,4,3,3,0,1,-1.0,1,0,1,50,False,2021-06-29 14:20:00,1,"(48.884476, 2.3648)",100047545-104047545,1.0
2711,29,6,1,75,2,3,1,6,48.891917,2.317945,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-06-29 16:50:00,1,"(48.891917, 2.317945)",100063175-353277235,2.0
2712,29,6,1,75,2,2,2,4,48.829302,2.322665,False,4,1,1,0,1,-1.0,2,0,1,50,False,2021-06-29 16:53:00,1,"(48.829302, 2.322665)",100056225-101056225,0.0
2713,29,6,1,75,2,2,8,3,48.826148,2.357293,False,4,2,3,0,1,-1.0,2,0,1,50,False,2021-06-29 10:45:00,1,"(48.826148, 2.357293)",100047539-101047539,2.0
2714,29,6,1,75,2,1,1,3,48.863556,2.383556,True,4,1,4,0,1,-1.0,2,0,1,50,False,2021-06-29 18:35:00,1,"(48.863556, 2.383556)",100065336-104065336,0.0
2715,29,6,5,75,2,3,1,3,48.875577,2.318375,True,4,1,1,0,1,-1.0,1,0,1,50,False,2021-06-29 23:30:00,1,"(48.875577, 2.318375)",100057380-104057380,1.0
2716,29,6,1,75,2,1,2,2,48.875613,2.32709,False,4,2,4,0,1,-1.0,2,0,1,50,False,2021-06-29 17:50:00,1,"(48.875613, 2.32709)",100063175-353277235,2.0
2717,29,6,5,75,2,7,1,3,48.878153,2.305104,False,4,1,2,0,1,-1.0,1,5,1,50,False,2021-06-29 00:15:00,1,"(48.878153, 2.305104)",100056042-101056042,1.0
2718,29,6,1,75,2,3,2,3,48.848281,2.315776,True,4,2,6,1,1,-1.0,2,0,5,50,False,2021-06-29 08:40:00,1,"(48.848281, 2.315776)",100060178-101060178,0.0
2719,29,6,1,75,2,2,2,3,48.86286,2.313447,True,4,2,8,0,1,-1.0,2,2,1,50,False,2021-06-29 07:45:00,1,"(48.86286, 2.313447)",100056335-103056335,0.0
2720,29,6,5,75,2,2,1,6,48.85727,2.309944,False,4,2,2,0,1,-1.0,1,0,1,50,False,2021-06-29 00:35:00,1,"(48.85727, 2.309944)",100056046-101056046,1.0
2721,29,6,1,75,2,2,2,2,48.868672,2.353895,False,4,2,5,0,1,-1.0,2,0,1,30,False,2021-06-29 08:10:00,1,"(48.868672, 2.353895)",100056334-104056334,5.0
2722,28,6,5,75,2,2,1,3,48.86247,2.366894,True,4,2,4,2,1,-1.0,1,0,5,50,False,2021-06-28 21:33:00,0,"(48.86247, 2.366894)",100047544-101047544,2.0
2723,28,6,1,75,2,1,1,6,48.85137,2.367502,False,4,1,2,0,1,-1.0,1,0,1,50,False,2021-06-28 12:00:00,0,"(48.85137, 2.367502)",100056329-103056329,0.0
2724,28,6,5,75,2,7,2,3,48.882673,2.369861,False,4,1,3,0,1,-1.0,2,0,1,50,False,2021-06-28 21:40:00,0,"(48.882673, 2.369861)",100047545-104047545,1.0
2725,28,6,1,75,2,1,1,6,48.81969,2.3737,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-06-28 09:35:00,0,"(48.81969, 2.3737)",100047541-353326452,1.0
2726,28,6,1,75,2,1,1,4,48.871993,2.27402,False,4,1,8,0,1,-1.0,1,1,1,70,False,2021-06-28 09:30:00,0,"(48.871993, 2.27402)",100047534-101047534,0.0
2727,27,6,5,75,2,3,2,3,48.875442,2.296247,False,4,2,4,0,3,-1.0,2,0,1,50,False,2021-06-27 03:42:00,6,"(48.875442, 2.296247)",100044494-101044494,1.0
2728,28,6,5,75,2,2,8,3,48.848849,2.399328,False,4,1,1,0,1,-1.0,2,0,1,50,False,2021-06-28 02:15:00,0,"(48.848849, 2.399328)",100047537-101047537,2.0
2729,28,6,1,75,2,1,1,6,48.883955,2.327248,False,4,1,2,1,1,-1.0,1,0,1,50,False,2021-06-28 08:30:00,0,"(48.883955, 2.327248)",100063175-353277235,2.0
2730,28,6,1,75,2,1,1,6,48.893267,2.336116,False,4,1,2,0,1,-1.0,1,0,1,50,False,2021-06-28 08:40:00,0,"(48.893267, 2.336116)",300021320-353293614,1.0
2731,27,6,1,75,2,2,2,3,48.851321,2.278493,False,4,2,4,0,1,-1.0,2,0,1,50,False,2021-06-27 12:30:00,6,"(48.851321, 2.278493)",100042374-109042374,0.0
2732,27,6,5,75,2,3,2,4,48.867182,2.295368,False,4,2,2,0,1,-1.0,2,0,1,50,False,2021-06-27 03:00:00,6,"(48.867182, 2.295368)",100044494-101044494,1.0
2733,28,6,2,75,2,2,2,3,48.828635,2.369923,False,4,2,2,0,1,-1.0,2,0,1,50,False,2021-06-28 20:30:00,0,"(48.828635, 2.369923)",100036718-104036718,5.0
2734,28,6,1,75,2,2,1,1,48.85576,2.391337,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-06-28 08:05:00,0,"(48.85576, 2.391337)",100047537-101047537,2.0
2735,28,6,1,75,2,2,1,3,48.875207,2.335213,False,4,1,1,0,1,-1.0,1,0,1,30,False,2021-06-28 08:30:00,0,"(48.875207, 2.335213)",100063175-353277235,2.0
2736,28,6,1,75,2,7,1,3,48.866615,2.321961,True,4,2,4,0,1,-1.0,1,0,1,50,False,2021-06-28 14:47:00,0,"(48.866615, 2.321961)",100056035-353266460,0.0
2737,27,6,5,75,2,3,2,2,48.851649,2.367638,False,4,1,3,0,1,-1.0,2,9,1,50,False,2021-06-27 02:50:00,6,"(48.851649, 2.367638)",100056329-103056329,0.0
2738,27,6,2,75,1,1,1,2,48.81928,2.45883,False,1,3,4,0,2,-1.0,1,0,1,90,False,2021-06-27 21:45:00,6,"(48.81928, 2.45883)",100056226-104056226,1.0
2739,27,6,1,75,2,3,1,2,48.866188,2.371229,True,4,1,1,2,2,-1.0,1,0,1,50,False,2021-06-27 21:10:00,6,"(48.866188, 2.371229)",100044493-101044493,5.0
2740,27,6,4,75,2,7,2,5,48.843764,2.364472,False,4,3,4,3,1,-1.0,2,0,1,50,False,2021-06-27 02:30:00,6,"(48.843764, 2.364472)",100057329-104057329,6.0
2741,27,6,1,75,2,1,1,4,48.85208,2.279604,False,4,1,2,1,1,-1.0,1,0,1,50,False,2021-06-27 15:15:00,6,"(48.85208, 2.279604)",100042374-109042374,0.0
2742,27,6,1,75,2,3,2,6,48.828034,2.321464,False,4,1,1,0,1,-1.0,2,0,1,50,False,2021-06-27 12:40:00,6,"(48.828034, 2.321464)",100056225-101056225,0.0
2743,27,6,1,75,2,3,2,6,48.839411,2.330539,False,4,1,2,1,2,-1.0,2,0,1,30,False,2021-06-27 11:25:00,6,"(48.839411, 2.330539)",100049407-353255860,1.0
2744,27,6,5,75,2,2,2,3,48.855673,2.34832,False,4,1,2,1,1,-1.0,2,2,5,30,False,2021-06-27 02:50:00,6,"(48.855673, 2.34832)",100050876-103050876,1.0
2745,27,6,1,75,2,1,2,7,48.8596,2.36733,False,4,2,4,3,1,-1.0,2,0,1,50,False,2021-06-27 12:00:00,6,"(48.8596, 2.36733)",100047544-101047544,2.0
2746,27,6,5,75,2,2,2,5,48.867748,2.313971,False,4,3,3,3,1,-1.0,2,0,1,50,False,2021-06-27 02:45:00,6,"(48.867748, 2.313971)",100057380-104057380,1.0
2747,26,6,1,75,2,4,1,4,48.900696,2.365218,False,4,1,2,0,1,-1.0,1,0,1,50,False,2021-06-26 15:30:00,5,"(48.900696, 2.365218)",100047545-104047545,1.0
2748,26,6,1,75,2,1,2,3,48.827581,2.392145,False,4,1,4,0,2,-1.0,2,0,1,70,False,2021-06-26 09:05:00,5,"(48.827581, 2.392145)",100047546-104047546,1.0
2749,26,6,1,75,2,2,1,3,48.826788,2.353295,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-06-26 15:57:00,5,"(48.826788, 2.353295)",100047539-101047539,2.0
2750,26,6,1,75,2,3,2,3,48.839586,2.337266,False,4,2,6,0,1,-1.0,2,0,1,50,False,2021-06-26 11:20:00,5,"(48.839586, 2.337266)",100049407-353255860,1.0
2751,26,6,1,75,2,2,1,3,48.846702,2.41588,False,4,2,4,1,1,-1.0,1,0,6,50,False,2021-06-26 17:12:00,5,"(48.846702, 2.41588)",100056036-101056036,0.0
2752,26,6,5,75,2,1,2,6,48.866783,2.391452,False,4,1,1,0,2,-1.0,2,0,1,30,False,2021-06-26 01:25:00,5,"(48.866783, 2.391452)",100047537-101047537,2.0
2753,25,6,5,75,2,7,2,5,48.888792,2.349589,False,4,2,4,0,2,-1.0,2,0,1,50,False,2021-06-25 23:52:00,4,"(48.888792, 2.349589)",100063173-101063173,0.0
2754,26,6,1,75,2,3,1,6,48.893649,2.312069,False,4,3,3,0,1,-1.0,1,0,1,50,False,2021-06-26 16:09:00,5,"(48.893649, 2.312069)",100063175-353277235,2.0
2755,26,6,1,75,2,7,1,1,48.86787,2.295718,False,4,2,4,0,2,-1.0,1,0,1,50,False,2021-06-26 14:15:00,5,"(48.86787, 2.295718)",100044494-101044494,1.0
2756,25,6,1,75,2,5,1,3,48.859716,2.279027,True,4,2,2,0,1,-1.0,1,0,1,50,False,2021-06-25 12:00:00,4,"(48.859716, 2.279027)",100056330-104056330,1.0
2757,26,6,2,75,2,2,1,6,48.845948,2.298729,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-06-26 20:30:00,5,"(48.845948, 2.298729)",100056040-101056040,0.0
2758,26,6,5,75,2,2,2,3,48.837915,2.297746,False,4,1,3,0,1,-1.0,2,0,1,50,False,2021-06-26 04:10:00,5,"(48.837915, 2.297746)",300014702-353245971,2.0
2759,25,6,1,75,2,7,1,6,48.844507,2.293726,True,4,2,2,1,1,-1.0,1,0,5,30,False,2021-06-25 16:20:00,4,"(48.844507, 2.293726)",100056040-101056040,0.0
2760,26,6,2,75,2,4,2,6,48.835008,2.34618,False,4,2,4,0,4,-1.0,2,0,1,50,False,2021-06-26 06:25:00,5,"(48.835008, 2.34618)",100049408-101049408,2.0
2761,26,6,1,75,2,1,2,2,48.831078,2.385436,False,4,3,3,0,2,-1.0,2,0,1,50,False,2021-06-26 14:40:00,5,"(48.831078, 2.385436)",100047546-104047546,1.0
2762,26,6,1,75,2,4,1,3,48.83891,2.408449,False,4,3,2,0,2,-1.0,1,0,1,50,False,2021-06-26 11:30:00,5,"(48.83891, 2.408449)",100056226-104056226,1.0
2763,25,6,1,75,2,3,1,5,48.859491,2.367613,True,4,2,4,0,1,-1.0,1,0,1,50,False,2021-06-25 18:35:00,4,"(48.859491, 2.367613)",100047544-101047544,2.0
2764,26,6,1,75,2,1,2,6,48.872884,2.372349,False,4,2,2,0,2,-1.0,2,0,1,30,False,2021-06-26 10:25:00,5,"(48.872884, 2.372349)",100044506-101044506,9.0
2765,25,6,1,75,2,4,1,3,48.876852,2.341902,False,4,1,2,3,2,-1.0,1,0,6,30,False,2021-06-25 19:40:00,4,"(48.876852, 2.341902)",100003099-353242239,0.0
2766,25,6,1,75,2,2,1,3,48.875216,2.335211,False,4,2,2,0,1,-1.0,1,0,1,30,False,2021-06-25 18:30:00,4,"(48.875216, 2.335211)",100063175-353277235,2.0
2767,26,6,5,75,2,7,2,2,48.87101,2.324565,False,4,1,3,0,1,-1.0,2,0,1,50,False,2021-06-26 00:00:00,5,"(48.87101, 2.324565)",100056035-353266460,0.0
2768,26,6,5,75,2,1,2,7,48.856278,2.36417,False,4,2,2,0,1,-1.0,2,0,1,30,False,2021-06-26 01:45:00,5,"(48.856278, 2.36417)",100036719-104036719,0.0
2769,25,6,1,75,2,1,1,4,48.878879,2.407906,False,4,1,4,0,1,-1.0,1,0,1,70,False,2021-06-25 11:50:00,4,"(48.878879, 2.407906)",100056327-103056327,3.0
